season_start,date,home,away,home_goals,away_goals,referee,referee_id
2018,2018-10-28,Porto,Feirense,2,0,Rui Oliveira,5300
2018,2018-10-28,Moreirense,Maritimo,1,0,Joao Capela,201
2018,2018-10-28,Sp Lisbon,Boavista,3,0,Carlos Xistra,11
2018,2018-11-02,Benfica,Moreirense,1,3,Nuno Almeida,28
2018,2018-11-03,Boavista,Guimaraes,0,0,Tiago Martins,5170
2018,2018-11-03,Maritimo,Porto,0,2,Carlos Xistra,11
2018,2018-11-03,Portimonense,Belenenses,1,1,Joao Capela,201
2018,2018-11-04,Feirense,Tondela,2,4,Hugo Miguel,281
2018,2018-11-04,Sp Braga,Setubal,2,1,Helder Malheiro,3046
2018,2018-11-04,Santa Clara,Sp Lisbon,1,2,Manuel Mota,3038
2018,2018-11-05,Chaves,Aves,1,2,Rui Costa,31
2018,2018-11-05,Rio Ave,Nacional,3,3,Joao Pinto,5607
2018,2018-11-09,Moreirense,Portimonense,2,0,Hugo Miguel,281
2018,2018-11-09,Setubal,Feirense,2,1,Fabio Verissimo,5166
2018,2018-11-10,Belenenses,Boavista,0,0,Andre Narciso,4503
2018,2018-11-10,Aves,Rio Ave,2,1,Luis Godinho,5401
2018,2018-11-10,Porto,Sp Braga,1,0,Artur Soares Dias,96
2018,2018-11-10,Nacional,Maritimo,1,0,Rui Costa,31
2018,2018-11-11,Tondela,Benfica,1,3,Joao Pinheiro,5157
2018,2018-11-11,Sp Lisbon,Chaves,2,1,Tiago Martins,5170
2018,2018-11-11,Guimaraes,Santa Clara,2,0,Carlos Xistra,11
2018,2018-11-30,Santa Clara,Belenenses,2,3,Antonio Nobre,5458
2018,2018-12-01,Benfica,Feirense,4,0,Rui Costa,31
2018,2018-12-01,Maritimo,Setubal,0,1,Artur Soares Dias,96
2018,2018-12-01,Sp Braga,Moreirense,2,0,Manuel Oliveira,5138
2018,2018-12-02,Boavista,Porto,0,1,Hugo Miguel,281
2018,2018-12-02,Aves,Nacional,2,3,Joao Pinheiro,5157
2018,2018-12-02,Chaves,Guimaraes,0,1,Joao Capela,201
2018,2018-12-02,Portimonense,Tondela,3,2,Vitor Ferreira,9379
2018,2018-12-03,Rio Ave,Sp Lisbon,1,3,Carlos Xistra,11
2018,2018-12-07,Porto,Portimonense,4,1,Manuel Mota,3038
2018,2018-12-08,Belenenses,Chaves,1,0,Luis Godinho,5401
2018,2018-12-08,Tondela,Sp Braga,0,1,Rui Costa,31
2018,2018-12-08,Setubal,Benfica,0,1,Carlos Xistra,11
2018,2018-12-09,Moreirense,Santa Clara,0,1,Andre Narciso,4503
2018,2018-12-09,Nacional,Boavista,0,0,Claudio Pereira,8767
2018,2018-12-09,Sp Lisbon,Aves,4,1,Vitor Ferreira,9379
2018,2018-12-09,Guimaraes,Rio Ave,3,2,Nuno Almeida,28
2018,2018-12-10,Feirense,Maritimo,1,1,Helder Malheiro,3046
2018,2018-12-14,Portimonense,Setubal,3,1,Helder Malheiro,3046
2018,2018-12-14,Sp Braga,Feirense,4,0,Nuno Almeida,28
2018,2018-12-15,Boavista,Tondela,2,0,Artur Soares Dias,96
2018,2018-12-15,Aves,Guimaraes,1,1,Carlos Xistra,11
2018,2018-12-15,Chaves,Moreirense,1,2,Rui Costa,31
2018,2018-12-15,Santa Clara,Porto,1,2,Luis Godinho,5401
2018,2018-12-16,Maritimo,Benfica,0,1,Joao Pinheiro,5157
2018,2018-12-16,Rio Ave,Belenenses,2,2,Manuel Mota,3038
2018,2018-12-16,Sp Lisbon,Nacional,5,2,Fabio Verissimo,5166
2018,2018-12-22,Belenenses,Aves,5,2,Nuno Almeida,28
2018,2018-12-22,Tondela,Maritimo,2,1,Carlos Xistra,11
2018,2018-12-22,Feirense,Portimonense,0,1,Joao Pinto,5607
2018,2018-12-22,Moreirense,Boavista,2,1,Manuel Oliveira,5138
2018,2018-12-22,Setubal,Santa Clara,0,2,Joao Pinheiro,5157
2018,2018-12-23,Benfica,Sp Braga,6,2,Artur Soares Dias,96
2018,2018-12-23,Porto,Rio Ave,2,1,Tiago Martins,5170
2018,2018-12-23,Nacional,Chaves,2,0,Vitor Ferreira,9379
2018,2018-12-23,Guimaraes,Sp Lisbon,1,0,Luis Godinho,5401
2018,2019-01-02,Boavista,Setubal,1,0,Tiago Martins,5170
2018,2019-01-02,Nacional,Guimaraes,1,0,Helder Malheiro,3046
2018,2019-01-02,Portimonense,Benfica,2,0,Manuel Mota,3038
2018,2019-01-02,Rio Ave,Moreirense,1,2,Fabio Verissimo,5166
2018,2019-01-02,Sp Braga,Maritimo,2,0,Manuel Oliveira,5138
2018,2019-01-02,Santa Clara,Tondela,1,2,Claudio Pereira,8767
2018,2019-01-03,Aves,Porto,0,1,Joao Pinheiro,5157
2018,2019-01-03,Chaves,Feirense,0,0,Artur Soares Dias,96
2018,2019-01-03,Sp Lisbon,Belenenses,2,1,Joao Capela,201
2018,2019-01-05,Maritimo,Portimonense,2,1,Tiago Martins,5170
2018,2019-01-06,Belenenses,Guimaraes,1,0,Artur Soares Dias,96
2018,2019-01-06,Benfica,Rio Ave,4,2,Luis Godinho,5401
2018,2019-01-06,Feirense,Santa Clara,2,2,Carlos Xistra,11
2018,2019-01-06,Sp Braga,Boavista,1,0,Joao Capela,201
2018,2019-01-06,Setubal,Chaves,0,0,Hugo Miguel,281
2018,2019-01-07,Tondela,Sp Lisbon,2,1,Nuno Almeida,28
2018,2019-01-07,Porto,Nacional,3,1,Rui Costa,31
2018,2019-01-07,Moreirense,Aves,1,0,Manuel Mota,3038
2018,2019-01-10,Portimonense,Sp Braga,1,1,Fabio Verissimo,5166
2018,2019-01-11,Aves,Feirense,1,1,Manuel Oliveira,5138
2018,2019-01-11,Santa Clara,Benfica,0,2,Joao Capela,201
2018,2019-01-11,Guimaraes,Moreirense,1,0,Carlos Xistra,11
2018,2019-01-12,Boavista,Maritimo,0,1,Luis Godinho,5401
2018,2019-01-12,Sp Lisbon,Porto,0,0,Hugo Miguel,281
2018,2019-01-13,Chaves,Tondela,2,1,Antonio Nobre,5458
2018,2019-01-13,Nacional,Belenenses,0,1,Andre Narciso,4503
2018,2019-01-13,Rio Ave,Setubal,1,1,Manuel Mota,3038
2018,2019-01-18,Chaves,Porto,1,4,Nuno Almeida,28
2018,2019-01-18,Nacional,Sp Braga,0,3,Hugo Miguel,281
2018,2019-01-18,Guimaraes,Benfica,0,1,Tiago Martins,5170
2018,2019-01-19,Belenenses,Tondela,2,2,Carlos Xistra,11
2018,2019-01-19,Santa Clara,Maritimo,0,1,Helder Malheiro,3046
2018,2019-01-19,Sp Lisbon,Moreirense,2,1,Rui Costa,31
2018,2019-01-20,Boavista,Portimonense,0,2,Manuel Mota,3038
2018,2019-01-20,Aves,Setubal,2,1,Artur Soares Dias,96
2018,2019-01-20,Rio Ave,Feirense,0,0,Joao Pinheiro,5157
2018,2019-01-28,Tondela,Aves,0,2,Vitor Ferreira,9379
2018,2019-01-28,Feirense,Guimaraes,1,2,Nuno Almeida,28
2018,2019-01-28,Maritimo,Rio Ave,0,2,Hugo Miguel,281
2018,2019-01-28,Moreirense,Nacional,2,1,Manuel Mota,3038
2018,2019-01-29,Benfica,Boavista,5,1,Rui Costa,31
2018,2019-01-29,Portimonense,Chaves,0,1,Andre Narciso,4503
2018,2019-01-29,Sp Braga,Santa Clara,1,0,Joao Capela,201
2018,2019-01-30,Porto,Belenenses,3,0,Luis Godinho,5401
2018,2019-01-30,Setubal,Sp Lisbon,1,1,Helder Malheiro,3046
2018,2019-02-01,Rio Ave,Tondela,2,2,Joao Capela,201
2018,2019-02-02,Boavista,Feirense,2,0,Hugo Miguel,281
2018,2019-02-02,Aves,Sp Braga,0,2,Helder Malheiro,3046
2018,2019-02-02,Chaves,Maritimo,1,0,Luis Godinho,5401
2018,2019-02-03,Nacional,Setubal,0,0,Joao Pinto,5607
2018,2019-02-03,Santa Clara,Portimonense,2,1,Vitor Ferreira,9379
2018,2019-02-03,Sp Lisbon,Benfica,2,4,Artur Soares Dias,96
2018,2019-02-03,Guimaraes,Porto,0,0,Rui Costa,31
2018,2019-02-04,Belenenses,Moreirense,0,1,Claudio Pereira,8767
2018,2019-02-08,Moreirense,Porto,1,1,Jorge Sousa,15
2018,2019-02-09,Tondela,Guimaraes,1,0,Manuel Oliveira,5138
2018,2019-02-09,Maritimo,Aves,0,1,Rui Costa,31
2018,2019-02-09,Portimonense,Rio Ave,0,1,Helder Malheiro,3046
2018,2019-02-10,Benfica,Nacional,10,0,Nuno Almeida,28
2018,2019-02-10,Boavista,Santa Clara,1,0,Artur Soares Dias,96
2018,2019-02-10,Feirense,Sp Lisbon,1,3,Manuel Mota,3038
2018,2019-02-10,Sp Braga,Chaves,2,1,Hugo Miguel,281
2018,2019-02-11,Setubal,Belenenses,0,0,Joao Capela,201
2018,2019-02-15,Rio Ave,Santa Clara,1,2,Vitor Ferreira,9379
2018,2019-02-16,Porto,Setubal,2,0,Nuno Almeida,28
2018,2019-02-16,Nacional,Feirense,4,0,Joao Pinheiro,5157
2018,2019-02-16,Guimaraes,Portimonense,2,0,Artur Soares Dias,96
2018,2019-02-17,Belenenses,Maritimo,0,1,Antonio Nobre,5458
2018,2019-02-17,Chaves,Boavista,1,1,Manuel Oliveira,5138
2018,2019-02-17,Moreirense,Tondela,2,0,Rui Costa,31
2018,2019-02-17,Sp Lisbon,Sp Braga,3,0,Jorge Sousa,15
2018,2019-02-18,Aves,Benfica,0,3,Hugo Miguel,281
2018,2019-02-22,Tondela,Porto,0,3,Luis Godinho,5401
2018,2019-02-22,Sp Braga,Belenenses,0,2,Nuno Almeida,28
2018,2019-02-23,Feirense,Moreirense,1,3,Manuel Oliveira,5138
2018,2019-02-23,Portimonense,Aves,1,1,Jorge Sousa,15
2018,2019-02-23,Setubal,Guimaraes,1,1,Hugo Miguel,281
2018,2019-02-24,Boavista,Rio Ave,1,0,Fabio Verissimo,5166
2018,2019-02-24,Santa Clara,Nacional,2,0,Antonio Nobre,5458
2018,2019-02-25,Benfica,Chaves,4,0,Manuel Mota,3038
2018,2019-02-25,Maritimo,Sp Lisbon,0,0,Tiago Martins,5170
2018,2019-03-01,Aves,Boavista,2,0,Nuno Almeida,28
2018,2019-03-02,Porto,Benfica,1,2,Jorge Sousa,15
2018,2019-03-02,Moreirense,Setubal,1,1,Joao Pinto,5607
2018,2019-03-02,Nacional,Tondela,3,2,Helder Malheiro,3046
2018,2019-03-03,Belenenses,Feirense,4,0,Luis Godinho,5401
2018,2019-03-03,Chaves,Santa Clara,0,0,Claudio Pereira,8767
2018,2019-03-03,Rio Ave,Sp Braga,1,2,Artur Soares Dias,96
2018,2019-03-03,Sp Lisbon,Portimonense,3,1,Joao Capela,201
2018,2019-03-04,Guimaraes,Maritimo,1,0,Joao Pinheiro,5157
2018,2019-03-08,Chaves,Rio Ave,1,1,Rui Costa,31
2018,2019-03-09,Boavista,Sp Lisbon,1,2,Joao Pinheiro,5157
2018,2019-03-09,Maritimo,Moreirense,3,2,Hugo Miguel,281
2018,2019-03-09,Sp Braga,Guimaraes,1,0,Luis Godinho,5401
2018,2019-03-10,Feirense,Porto,1,2,Artur Soares Dias,96
2018,2019-03-10,Portimonense,Nacional,5,1,Vitor Ferreira,9379
2018,2019-03-10,Santa Clara,Aves,0,0,Tiago Martins,5170
2018,2019-03-10,Setubal,Tondela,0,0,Fabio Verissimo,5166
2018,2019-03-11,Benfica,Belenenses,2,2,Joao Capela,201
2018,2019-03-15,Sp Lisbon,Santa Clara,1,0,Manuel Oliveira,5138
2018,2019-03-16,Belenenses,Portimonense,2,2,Andre Narciso,4503
2018,2019-03-16,Porto,Maritimo,3,0,Joao Capela,201
2018,2019-03-16,Setubal,Sp Braga,0,1,Manuel Mota,3038
2018,2019-03-16,Guimaraes,Boavista,3,1,Tiago Martins,5170
2018,2019-03-17,Aves,Chaves,0,1,Artur Soares Dias,96
2018,2019-03-17,Tondela,Feirense,1,1,Jorge Sousa,15
2018,2019-03-17,Moreirense,Benfica,0,4,Nuno Almeida,28
2018,2019-03-17,Nacional,Rio Ave,0,1,Antonio Nobre,5458
2018,2019-03-29,Portimonense,Moreirense,0,2,Joao Pinheiro,5157
2018,2019-03-30,Benfica,Tondela,1,0,Carlos Xistra,11
2018,2019-03-30,Chaves,Sp Lisbon,1,3,Manuel Mota,3038
2018,2019-03-30,Sp Braga,Porto,2,3,Jorge Sousa,15
2018,2019-03-30,Santa Clara,Guimaraes,1,0,Hugo Miguel,281
2018,2019-03-31,Boavista,Belenenses,2,0,Nuno Almeida,28
2018,2019-03-31,Maritimo,Nacional,3,2,Luis Godinho,5401
2018,2019-03-31,Rio Ave,Aves,0,2,Vitor Ferreira,9379
2018,2019-04-01,Feirense,Setubal,0,1,Rui Costa,31
2018,2019-04-05,Porto,Boavista,2,0,Rui Costa,31
2018,2019-04-06,Belenenses,Santa Clara,1,1,Carlos Xistra,11
2018,2019-04-06,Moreirense,Sp Braga,1,0,Artur Soares Dias,96
2018,2019-04-06,Nacional,Aves,0,0,Jorge Sousa,15
2018,2019-04-06,Guimaraes,Chaves,4,0,Joao Capela,201
2018,2019-04-07,Feirense,Benfica,1,4,Joao Pinheiro,5157
2018,2019-04-07,Sp Lisbon,Rio Ave,3,0,Luis Godinho,5401
2018,2019-04-07,Setubal,Maritimo,1,0,Manuel Oliveira,5138
2018,2019-04-08,Tondela,Portimonense,3,2,Tiago Martins,5170
2018,2019-04-12,Chaves,Belenenses,2,2,Helder Malheiro,3046
2018,2019-04-13,Aves,Sp Lisbon,1,3,Artur Soares Dias,96
2018,2019-04-13,Portimonense,Porto,0,3,Fabio Verissimo,5166
2018,2019-04-13,Santa Clara,Moreirense,1,1,Antonio Nobre,5458
2018,2019-04-14,Benfica,Setubal,4,2,Rui Costa,31
2018,2019-04-14,Boavista,Nacional,1,0,Hugo Miguel,281
2018,2019-04-14,Maritimo,Feirense,2,0,Vitor Ferreira,9379
2018,2019-04-14,Rio Ave,Guimaraes,2,1,Manuel Oliveira,5138
2018,2019-04-14,Sp Braga,Tondela,3,0,Nuno Almeida,28
2018,2019-04-19,Tondela,Boavista,1,0,Artur Soares Dias,96
2018,2019-04-19,Nacional,Sp Lisbon,0,1,Carlos Xistra,11
2018,2019-04-19,Setubal,Portimonense,1,1,Joao Pinheiro,5157
2018,2019-04-19,Guimaraes,Aves,0,2,Manuel Mota,3038
2018,2019-04-20,Belenenses,Rio Ave,1,3,Nuno Almeida,28
2018,2019-04-20,Porto,Santa Clara,1,0,Manuel Oliveira,5138
2018,2019-04-20,Feirense,Sp Braga,0,2,Fabio Verissimo,5166
2018,2019-04-20,Moreirense,Chaves,0,1,Jorge Sousa,15
2018,2019-04-22,Benfica,Maritimo,6,0,Luis Godinho,5401
2018,2019-04-26,Rio Ave,Porto,2,2,Artur Soares Dias,96
2018,2019-04-27,Aves,Belenenses,3,0,Fabio Verissimo,5166
2018,2019-04-27,Portimonense,Feirense,1,0,Joao Capela,201
2018,2019-04-27,Santa Clara,Setubal,0,0,Carlos Xistra,11
2018,2019-04-27,Sp Lisbon,Guimaraes,2,0,Rui Costa,31
2018,2019-04-28,Boavista,Moreirense,3,1,Nuno Almeida,28
2018,2019-04-28,Chaves,Nacional,4,1,Luis Godinho,5401
2018,2019-04-28,Maritimo,Tondela,2,0,Hugo Miguel,281
2018,2019-04-28,Sp Braga,Benfica,1,4,Tiago Martins,5170
2018,2019-05-03,Moreirense,Rio Ave,1,2,Joao Pinto,5607
2018,2019-05-04,Benfica,Portimonense,5,1,Artur Soares Dias,96
2018,2019-05-04,Porto,Aves,4,0,Hugo Miguel,281
2018,2019-05-04,Feirense,Chaves,4,4,Manuel Mota,3038
2018,2019-05-04,Maritimo,Sp Braga,1,0,Manuel Oliveira,5138
2018,2019-05-05,Belenenses,Sp Lisbon,1,8,Joao Capela,201
2018,2019-05-05,Tondela,Santa Clara,1,3,Joao Pinheiro,5157
2018,2019-05-05,Guimaraes,Nacional,2,2,Jorge Sousa,15
2018,2019-05-06,Setubal,Boavista,0,3,Fabio Verissimo,5166
2018,2019-05-10,Aves,Moreirense,0,1,Joao Capela,201
2018,2019-05-11,Boavista,Sp Braga,4,2,Andre Narciso,4503
2018,2019-05-11,Portimonense,Maritimo,3,2,Claudio Pereira,8767
2018,2019-05-11,Santa Clara,Feirense,4,4,Joao Pinto,5607
2018,2019-05-11,Sp Lisbon,Tondela,1,1,Tiago Martins,5170
2018,2019-05-12,Chaves,Setubal,1,2,Artur Soares Dias,96
2018,2019-05-12,Nacional,Porto,0,4,Carlos Xistra,11
2018,2019-05-12,Rio Ave,Benfica,2,3,Hugo Miguel,281
2018,2019-05-12,Guimaraes,Belenenses,5,1,Helder Malheiro,3046
2018,2019-05-16,Belenenses,Nacional,3,0,Vitor Ferreira,9379
2018,2019-05-17,Sp Braga,Portimonense,2,0,Joao Capela,201
2018,2019-05-18,Benfica,Santa Clara,4,1,Jorge Sousa,15
2018,2019-05-18,Porto,Sp Lisbon,2,1,Fabio Verissimo,5166
2018,2019-05-18,Feirense,Aves,2,1,Andre Narciso,4503
2018,2019-05-18,Maritimo,Boavista,0,1,Joao Pinto,5607
2018,2019-05-18,Setubal,Rio Ave,1,3,Claudio Pereira,8767
2018,2019-05-19,Tondela,Chaves,5,2,Joao Pinheiro,5157
2018,2019-05-19,Moreirense,Guimaraes,1,3,Carlos Xistra,11
2019,2019-08-09,Portimonense,Belenenses,0,0,Manuel Mota,3038
2019,2019-08-10,Benfica,Pacos Ferreira,5,0,Manuel Oliveira,5138
2019,2019-08-10,Gil Vicente,Porto,2,1,Nuno Almeida,28
2019,2019-08-10,Santa Clara,Famalicao,0,2,Rui Oliveira,5300
2019,2019-08-11,Boavista,Aves,2,1,Helder Malheiro,3046
2019,2019-08-11,Maritimo,Sp Lisbon,1,1,Tiago Martins,5170
2019,2019-08-11,Sp Braga,Moreirense,3,1,Fabio Verissimo,5166
2019,2019-08-12,Setubal,Tondela,0,0,Vitor Ferreira,9379
2019,2019-08-16,Famalicao,Rio Ave,1,0,Rui Costa,31
2019,2019-08-17,Belenenses,Benfica,0,2,Fabio Verissimo,5166
2019,2019-08-17,Porto,Setubal,4,0,Manuel Mota,3038
2019,2019-08-17,Moreirense,Gil Vicente,3,0,Manuel Oliveira,5138
2019,2019-08-18,Aves,Maritimo,3,1,Jorge Sousa,15
2019,2019-08-18,Pacos Ferreira,Santa Clara,0,1,Andre Narciso,4503
2019,2019-08-18,Sp Lisbon,Sp Braga,2,1,Luis Godinho,5401
2019,2019-08-18,Guimaraes,Boavista,1,1,Artur Soares Dias,96
2019,2019-08-19,Tondela,Portimonense,1,2,Hugo Miguel,281
2019,2019-08-23,Rio Ave,Aves,5,1,Fabio Verissimo,5166
2019,2019-08-23,Setubal,Moreirense,0,0,Iancu Vasilica,5457
2019,2019-08-24,Benfica,Porto,0,2,Jorge Sousa,15
2019,2019-08-24,Boavista,Pacos Ferreira,1,1,Manuel Mota,3038
2019,2019-08-25,Gil Vicente,Sp Braga,1,1,Hugo Miguel,281
2019,2019-08-25,Maritimo,Tondela,2,3,Andre Narciso,4503
2019,2019-08-25,Portimonense,Sp Lisbon,1,3,Carlos Xistra,11
2019,2019-08-25,Santa Clara,Belenenses,0,0,Joao Pinheiro,5157
2019,2019-08-25,Guimaraes,Famalicao,1,1,Manuel Oliveira,5138
2019,2019-08-30,Belenenses,Boavista,0,1,Hugo Miguel,281
2019,2019-08-30,Moreirense,Portimonense,1,0,Gustavo Correia,8873
2019,2019-08-31,Aves,Famalicao,2,3,Luis Godinho,5401
2019,2019-08-31,Gil Vicente,Setubal,0,0,Helder Malheiro,3046
2019,2019-08-31,Pacos Ferreira,Maritimo,0,1,Rui Oliveira,5300
2019,2019-08-31,Sp Lisbon,Rio Ave,2,3,Joao Pinheiro,5157
2019,2019-09-01,Tondela,Santa Clara,0,0,Manuel Mota,3038
2019,2019-09-01,Porto,Guimaraes,3,0,Carlos Xistra,11
2019,2019-09-01,Sp Braga,Benfica,0,4,Nuno Almeida,28
2019,2019-09-08,Rio Ave,Guimaraes,1,1,Hugo Miguel,281
2019,2019-09-13,Setubal,Sp Braga,1,0,Artur Soares Dias,96
2019,2019-09-14,Benfica,Gil Vicente,2,0,Joao Pinheiro,5157
2019,2019-09-14,Famalicao,Pacos Ferreira,4,2,Antonio Nobre,5458
2019,2019-09-14,Guimaraes,Aves,5,1,Nuno Almeida,28
2019,2019-09-15,Boavista,Sp Lisbon,1,1,Jorge Sousa,15
2019,2019-09-15,Maritimo,Belenenses,1,3,Joao Bento,5177
2019,2019-09-15,Portimonense,Porto,2,3,Rui Costa,31
2019,2019-09-15,Rio Ave,Tondela,2,4,Rui Oliveira,5300
2019,2019-09-15,Santa Clara,Moreirense,2,0,Helder Malheiro,3046
2019,2019-09-20,Pacos Ferreira,Aves,2,1,Claudio Pereira,8767
2019,2019-09-21,Belenenses,Rio Ave,0,2,Andre Narciso,4503
2019,2019-09-21,Moreirense,Benfica,1,2,Artur Soares Dias,96
2019,2019-09-22,Tondela,Guimaraes,1,3,Helder Malheiro,3046
2019,2019-09-22,Porto,Santa Clara,2,0,Luis Godinho,5401
2019,2019-09-22,Gil Vicente,Boavista,0,0,Fabio Verissimo,5166
2019,2019-09-22,Setubal,Portimonense,0,0,Joao Pinheiro,5157
2019,2019-09-23,Sp Braga,Maritimo,2,2,Manuel Oliveira,5138
2019,2019-09-23,Sp Lisbon,Famalicao,1,2,Hugo Miguel,281
2019,2019-09-27,Boavista,Tondela,0,0,Vitor Ferreira,9379
2019,2019-09-28,Benfica,Setubal,1,0,Tiago Martins,5170
2019,2019-09-28,Famalicao,Belenenses,3,1,Iancu Vasilica,5457
2019,2019-09-28,Maritimo,Moreirense,2,1,Rui Costa,31
2019,2019-09-29,Portimonense,Sp Braga,0,1,Hugo Miguel,281
2019,2019-09-29,Rio Ave,Porto,0,1,Nuno Almeida,28
2019,2019-09-29,Santa Clara,Gil Vicente,1,0,Joao Bento,5177
2019,2019-09-29,Guimaraes,Pacos Ferreira,1,0,Andre Narciso,4503
2019,2019-09-30,Aves,Sp Lisbon,0,1,Carlos Xistra,11
2019,2019-10-05,Aves,Tondela,0,1,Joao Pinheiro,5157
2019,2019-10-25,Pacos Ferreira,Rio Ave,0,0,Tiago Martins,5170
2019,2019-10-26,Belenenses,Aves,3,2,Claudio Pereira,8767
2019,2019-10-26,Gil Vicente,Portimonense,1,1,Gustavo Correia,8873
2019,2019-10-26,Moreirense,Boavista,1,1,Helder Malheiro,3046
2019,2019-10-26,Setubal,Maritimo,0,0,Vitor Ferreira,9379
2019,2019-10-27,Tondela,Benfica,0,1,Hugo Miguel,281
2019,2019-10-27,Porto,Famalicao,3,0,Fabio Verissimo,5166
2019,2019-10-27,Sp Lisbon,Guimaraes,3,1,Artur Soares Dias,96
2019,2019-10-28,Sp Braga,Santa Clara,2,0,Rui Costa,31
2019,2019-10-30,Benfica,Portimonense,4,0,Manuel Mota,3038
2019,2019-10-30,Famalicao,Gil Vicente,2,1,Claudio Pereira,8767
2019,2019-10-30,Maritimo,Porto,1,1,Jorge Sousa,15
2019,2019-10-30,Rio Ave,Moreirense,1,1,Antonio Nobre,5458
2019,2019-10-30,Guimaraes,Belenenses,5,0,Rui Oliveira,5300
2019,2019-10-31,Boavista,Sp Braga,2,0,Tiago Martins,5170
2019,2019-10-31,Pacos Ferreira,Sp Lisbon,1,2,Rui Costa,31
2019,2019-10-31,Santa Clara,Setubal,1,1,Iancu Vasilica,5457
2019,2019-11-02,Benfica,Rio Ave,2,0,Carlos Xistra,11
2019,2019-11-02,Moreirense,Guimaraes,1,1,Joao Pinheiro,5157
2019,2019-11-03,Tondela,Sp Lisbon,1,0,Fabio Verissimo,5166
2019,2019-11-03,Porto,Aves,1,0,Helder Malheiro,3046
2019,2019-11-03,Gil Vicente,Maritimo,2,0,Tiago Martins,5170
2019,2019-11-03,Sp Braga,Famalicao,2,2,Jorge Sousa,15
2019,2019-11-04,Belenenses,Pacos Ferreira,1,0,Joao Bento,5177
2019,2019-11-04,Portimonense,Santa Clara,1,1,Manuel Oliveira,5138
2019,2019-11-04,Setubal,Boavista,1,0,Artur Soares Dias,96
2019,2019-11-08,Aves,Gil Vicente,1,2,Rui Costa,31
2019,2019-11-09,Famalicao,Moreirense,3,3,Tiago Martins,5170
2019,2019-11-09,Rio Ave,Setubal,1,0,Joao Pinheiro,5157
2019,2019-11-09,Santa Clara,Benfica,1,2,Artur Soares Dias,96
2019,2019-11-10,Boavista,Porto,0,1,Nuno Almeida,28
2019,2019-11-10,Maritimo,Portimonense,1,1,Andre Narciso,4503
2019,2019-11-10,Pacos Ferreira,Tondela,1,0,Antonio Nobre,5458
2019,2019-11-10,Sp Lisbon,Belenenses,2,0,Manuel Oliveira,5138
2019,2019-11-10,Guimaraes,Sp Braga,0,2,Hugo Miguel,281
2019,2019-11-29,Santa Clara,Boavista,1,2,Rui Oliveira,5300
2019,2019-11-30,Benfica,Maritimo,4,0,Fabio Verissimo,5166
2019,2019-11-30,Moreirense,Aves,3,2,Manuel Mota,3038
2019,2019-11-30,Portimonense,Famalicao,2,1,Iancu Vasilica,5457
2019,2019-12-01,Tondela,Belenenses,0,1,Rui Costa,31
2019,2019-12-01,Gil Vicente,Sp Lisbon,3,1,Hugo Miguel,281
2019,2019-12-01,Setubal,Guimaraes,1,1,Manuel Oliveira,5138
2019,2019-12-02,Porto,Pacos Ferreira,2,0,Tiago Martins,5170
2019,2019-12-02,Sp Braga,Rio Ave,2,0,Nuno Almeida,28
2019,2019-12-06,Boavista,Benfica,1,4,Jorge Sousa,15
2019,2019-12-07,Aves,Sp Braga,1,0,Rui Costa,31
2019,2019-12-07,Famalicao,Tondela,2,3,Joao Bento,5177
2019,2019-12-07,Maritimo,Santa Clara,2,2,Andre Narciso,4503
2019,2019-12-08,Belenenses,Porto,1,1,Joao Pinheiro,5157
2019,2019-12-08,Pacos Ferreira,Setubal,2,3,Antonio Nobre,5458
2019,2019-12-08,Sp Lisbon,Moreirense,1,0,Artur Soares Dias,96
2019,2019-12-08,Guimaraes,Portimonense,2,0,Nuno Almeida,28
2019,2019-12-09,Rio Ave,Gil Vicente,1,0,Manuel Oliveira,5138
2019,2019-12-13,Portimonense,Rio Ave,1,1,Artur Soares Dias,96
2019,2019-12-14,Benfica,Famalicao,4,0,Rui Costa,31
2019,2019-12-14,Maritimo,Boavista,1,0,Joao Pinheiro,5157
2019,2019-12-14,Setubal,Aves,1,0,Vitor Ferreira,9379
2019,2019-12-15,Gil Vicente,Guimaraes,2,2,Carlos Xistra,11
2019,2019-12-15,Moreirense,Belenenses,2,1,Gustavo Correia,8873
2019,2019-12-15,Sp Braga,Pacos Ferreira,0,1,Fabio Verissimo,5166
2019,2019-12-16,Porto,Tondela,3,0,Manuel Oliveira,5138
2019,2019-12-16,Santa Clara,Sp Lisbon,0,4,Manuel Mota,3038
2019,2020-01-04,Belenenses,Sp Braga,1,7,Tiago Martins,5170
2019,2020-01-04,Boavista,Portimonense,1,1,Manuel Mota,3038
2019,2020-01-04,Aves,Santa Clara,0,1,Iancu Vasilica,5457
2019,2020-01-04,Guimaraes,Benfica,0,1,Nuno Almeida,28
2019,2020-01-05,Tondela,Gil Vicente,1,1,Antonio Nobre,5458
2019,2020-01-05,Famalicao,Setubal,3,0,Artur Soares Dias,96
2019,2020-01-05,Pacos Ferreira,Moreirense,1,0,Helder Malheiro,3046
2019,2020-01-05,Rio Ave,Maritimo,0,1,Manuel Oliveira,5138
2019,2020-01-05,Sp Lisbon,Porto,1,2,Jorge Sousa,15
2019,2020-01-10,Benfica,Aves,2,1,Carlos Xistra,11
2019,2020-01-10,Moreirense,Porto,2,4,Artur Soares Dias,96
